# time x y cluster_labels
315502620.0000000 473837.2517342 4617392.7105565 0.0000000
315502650.0000000 470286.8303340 4632307.5007946 0.0000000
315502680.0000000 453009.4243770 4646279.4819333 0.0000000
315502680.0000000 470266.7506923 4627486.6520682 0.0000000
315502710.0000000 464027.0462707 4625762.2835940 0.0000000
315502740.0000000 468882.6968616 4610838.6686940 0.0000000
315502770.0000000 471712.6229095 4661081.9200583 0.0000000
315502770.0000000 477669.6793612 4582320.3682290 0.0000000
315502860.0000000 457766.1696431 4620975.5668058 0.0000000
315503010.0000000 465258.4630366 4609102.2688780 0.0000000
315503040.0000000 459059.0945532 4617461.9193670 0.0000000
315504930.0000000 501428.0313263 4592365.3549169 0.0000000
315505110.0000000 483995.2734217 4607283.1025591 0.0000000
315505140.0000000 484006.0127838 4612103.7921459 0.0000000
315505230.0000000 500109.3946824 4622165.7029099 0.0000000
315505320.0000000 474219.4590325 4632292.1982595 0.0000000
315505500.0000000 485352.0079909 4627439.7786913 0.0000000
315505590.0000000 493894.5078006 4646126.5954788 0.0000000
315505590.0000000 500109.6222462 4607265.2836432 0.0000000
315505620.0000000 504048.3138697 4620852.0896919 0.0000000
315505740.0000000 488962.0643960 4629186.3188860 0.0000000
315505770.0000000 485297.3056220 4600706.6873745 0.0000000
315505890.0000000 487633.1993060 4619108.6194356 0.0000000
315505950.0000000 488964.0978362 4630501.0939218 0.0000000
315505980.0000000 490239.5311784 4604204.2137537 0.0000000
315506010.0000000 482494.4632283 4665429.8244205 0.0000000
315506010.0000000 471491.4701226 4605568.8244781 0.0000000
315506070.0000000 487569.8280800 4582296.6160678 0.0000000
315506100.0000000 468867.5055393 4607332.7100058 0.0000000
315506160.0000000 495204.7059665 4648901.3025171 0.0000000
315506250.0000000 501413.4640366 4665554.3467854 -1.0000000
315506280.0000000 475150.8660752 4617388.0339485 0.0000000
315506310.0000000 475075.0124418 4595475.9044946 0.0000000
315506340.0000000 495173.4290039 4602446.2522512 0.0000000
315506430.0000000 496495.3233382 4613839.8106304 0.0000000
315506460.0000000 505031.8056280 4622605.7250831 0.0000000
315506520.0000000 485390.4243704 4646139.0019861 0.0000000
315506550.0000000 493869.8208856 4617347.5630204 0.0000000
315506580.0000000 497810.6491893 4617345.2749244 0.0000000
315506610.0000000 492891.5820763 4624360.5035998 0.0000000
315506640.0000000 488920.8207118 4602453.1603471 0.0000000
315506700.0000000 501421.7740064 4623918.8564446 0.0000000
315506730.0000000 495182.2547957 4615593.5633759 0.0000000
315506760.0000000 493861.2039951 4607267.9044341 0.0000000
315506820.0000000 448816.0675494 4608762.3429227 0.0000000
315506910.0000000 459134.3152393 4630609.5934140 0.0000000
315506940.0000000 462724.1062454 4627522.0383832 0.0000000
315506970.0000000 471590.7198267 4630549.1194994 0.0000000
315507000.0000000 470279.5266621 4630554.4609822 0.0000000
315507030.0000000 465298.7648232 4617428.9794912 0.0000000
315507150.0000000 456522.6016884 4632378.1402590 0.0000000
315507210.0000000 497805.1671402 4599377.3015618 0.0000000
315507240.0000000 470266.7506923 4627486.6520682 0.0000000
315507270.0000000 474225.7979904 4634045.2430543 0.0000000
315507630.0000000 457637.1016997 4599063.2498349 0.0000000
315507660.0000000 451313.4707759 4589023.3115809 0.0000000
315507690.0000000 460263.8207112 4597733.5328599 0.0000000
315507750.0000000 481429.2761689 4632269.7767266 0.0000000
315507900.0000000 456624.2953168 4649032.3032422 0.0000000
315507930.0000000 460501.4530004 4640682.2670424 0.0000000
315507960.0000000 459144.3579266 4632362.6366481 0.0000000
315508020.0000000 460382.4099557 4619207.5397765 0.0000000
315508050.0000000 453965.0828437 4591197.1938088 0.0000000
315508140.0000000 460409.0944482 4624028.3339658 0.0000000
315508170.0000000 459011.5456842 4609135.1985460 0.0000000
315508200.0000000 460372.7121749 4617454.5330115 0.0000000
315508230.0000000 459029.0554809 4612202.9253208 0.0000000
315508350.0000000 468954.9853041 4627492.2339522 0.0000000
315508380.0000000 466659.3973007 4627502.5820339 0.0000000
315508410.0000000 459297.8949416 4659097.1479016 -1.0000000
315508440.0000000 452854.0660562 4622759.3385471 0.0000000
315508560.0000000 462609.9522166 4605609.5187788 0.0000000
315508590.0000000 470252.1580948 4623980.6026407 0.0000000
315508680.0000000 488941.0799578 4615600.4748919 0.0000000
315508710.0000000 471545.3933181 4619154.4775356 0.0000000
315508740.0000000 467910.3055120 4613910.7405719 0.0000000
315508770.0000000 448747.4347990 4599120.9939126 0.0000000
315508800.0000000 463967.5376481 4613929.4647725 0.0000000
315509340.0000000 476491.8544349 4625710.4035362 0.0000000
315509910.0000000 478990.9724722 4582754.6456829 0.0000000
315509940.0000000 490241.3150738 4605518.9370662 0.0000000
315509970.0000000 488928.2435829 4607273.8106224 0.0000000
315510090.0000000 465106.2839960 4577549.4014846 -1.0000000
315510210.0000000 468888.3960589 4612153.4085802 0.0000000
315510240.0000000 468903.6004387 4615659.3926225 0.0000000
315510360.0000000 461546.0363884 4591152.8623672 0.0000000
315510600.0000000 467552.0434172 4607338.5285240 0.0000000
315510630.0000000 475064.4166335 4592408.2663025 0.0000000
315510990.0000000 459001.5443840 4607382.2177781 0.0000000
315511020.0000000 461221.1332453 4592031.0915702 0.0000000
315511260.0000000 457549.6239869 4584163.3026370 0.0000000
315512010.0000000 481412.1656566 4625695.9102727 0.0000000
315512130.0000000 495179.0162683 4610772.8512606 0.0000000
315512340.0000000 457637.1016997 4599063.2498349 0.0000000
315512520.0000000 474100.9685248 4599423.5141281 0.0000000
315512550.0000000 481359.8179104 4605536.4739424 0.0000000
315512580.0000000 481390.5209854 4617369.1093293 0.0000000
315512610.0000000 475167.5936778 4622208.8032129 0.0000000
315512640.0000000 463910.3514850 4602535.1055871 0.0000000
315512790.0000000 482615.5542381 4580553.9011470 0.0000000
315512820.0000000 475115.9365383 4607308.3601420 0.0000000
315512850.0000000 499123.0303607 4607265.3363097 0.0000000
315512880.0000000 476442.8975831 4610809.8809520 0.0000000
315512910.0000000 476442.8975831 4610809.8809520 0.0000000
315513030.0000000 477737.3536913 4604232.0386928 0.0000000
315513120.0000000 495169.9044875 4597187.4038810 0.0000000
315513180.0000000 471564.5587252 4623975.2624156 0.0000000
315513300.0000000 495175.4865032 4605513.9340594 0.0000000
315513360.0000000 485354.7049893 4628754.5504074 0.0000000
315513390.0000000 512617.9834656 4600702.7333417 0.0000000
315513420.0000000 488915.4262759 4598947.2553022 0.0000000
315513450.0000000 495182.2547957 4615593.5633759 0.0000000
315513480.0000000 495172.2537968 4600693.2983351 0.0000000
315513510.0000000 492547.5635782 4609022.1216615 0.0000000
315513630.0000000 488956.6442096 4625680.2676342 0.0000000
315513720.0000000 513957.5139132 4588872.8392609 0.0000000
315513930.0000000 457773.9297559 4622290.3301813 0.0000000
315513960.0000000 459079.1362237 4620967.9386459 0.0000000
315514050.0000000 454121.8141550 4615738.7579460 0.0000000
315514110.0000000 464044.7024869 4629268.3451407 0.0000000
315514230.0000000 455539.4416845 4632384.2026550 0.0000000
315514320.0000000 463993.9704646 4619188.4680781 0.0000000
315514350.0000000 454166.7207005 4622750.8063902 0.0000000
315514380.0000000 483984.5433007 4602462.4505788 0.0000000
315514410.0000000 481368.9083647 4609042.4172713 0.0000000
315514440.0000000 487564.5660010 4579229.0450840 0.0000000
315514470.0000000 434084.1961184 4615895.0119865 -1.0000000
315514500.0000000 462594.0062062 4602541.8257848 0.0000000
315514530.0000000 470286.8303340 4632307.5007946 0.0000000
315514560.0000000 465379.5476200 4634082.7261789 0.0000000
315514590.0000000 474195.7054840 4625718.3265519 0.0000000
315514650.0000000 491553.4941442 4602449.5897044 0.0000000
315514680.0000000 491545.2715503 4595437.8010012 0.0000000
315514710.0000000 493861.2039951 4607267.9044341 0.0000000
315514800.0000000 468975.9508429 4632313.0836355 0.0000000
315514830.0000000 466667.5826608 4629255.6144142 0.0000000
315514860.0000000 452600.7199578 4584194.0106641 0.0000000
315514950.0000000 456594.8269260 4644211.3170916 0.0000000
315514980.0000000 471564.5587252 4623975.2624156 0.0000000
315515010.0000000 445486.5446470 4646333.2616047 -1.0000000
315515040.0000000 476507.7211863 4630531.2350161 0.0000000
315515100.0000000 474189.3758784 4623965.3046581 0.0000000
315515130.0000000 468895.9970617 4613906.3981952 0.0000000
315515250.0000000 496492.1130762 4607266.1388502 0.0000000
315515280.0000000 466729.0539418 4642403.5145521 0.0000000
315515340.0000000 484086.0327162 4647894.8960787 0.0000000
315515550.0000000 479130.1135215 4630523.0822508 0.0000000
315515670.0000000 473800.4756561 4607313.0349914 0.0000000
315515700.0000000 459134.3152393 4630609.5934140 0.0000000
315515970.0000000 492526.6867425 4588863.2281664 0.0000000
315516000.0000000 475068.9569784 4593722.9659445 0.0000000
315516030.0000000 482679.8221678 4607286.1522070 0.0000000
315516060.0000000 497809.5781410 4613839.2888503 0.0000000
315516090.0000000 500109.3142216 4627424.7575339 0.0000000
315516210.0000000 497813.1956073 4625672.0686434 0.0000000
315516510.0000000 483991.3704909 4605530.1342831 0.0000000
315516540.0000000 481390.5209854 4617369.1093293 0.0000000
315516570.0000000 508963.6920014 4627430.3819863 0.0000000
315516660.0000000 481304.2631666 4584062.9940504 0.0000000
315516930.0000000 468875.1000149 4609085.6874994 0.0000000
315516960.0000000 481364.3624249 4607289.4426397 0.0000000
315516990.0000000 475105.3182708 4604240.6650509 0.0000000
315517170.0000000 476388.3348556 4594156.7682941 0.0000000
315517350.0000000 488910.7089208 4595879.6043659 0.0000000
315517380.0000000 482735.9111771 4630513.4460199 0.0000000
315517410.0000000 477783.5239457 4619132.4052686 0.0000000
315517440.0000000 475167.5936778 4622208.8032129 0.0000000
315517470.0000000 482688.2735787 4610792.1047500 0.0000000
315517500.0000000 480048.9025123 4607292.9738392 0.0000000
315517650.0000000 470582.0639787 4702725.2694119 5.0000000
315518010.0000000 490246.0741749 4609024.8780694 0.0000000
315518040.0000000 520193.6926793 4598967.0241684 0.0000000
315518070.0000000 505043.8114683 4605514.0845267 0.0000000
315518100.0000000 487601.4615260 4600702.3522273 0.0000000
315518130.0000000 479337.3630952 4700940.5864114 5.0000000
315518130.0000000 504061.6729080 4597186.9300660 0.0000000
315518160.0000000 507687.5194969 4594122.2388098 0.0000000
315518190.0000000 518833.0222099 4615616.6837740 0.0000000
315518250.0000000 491580.8051139 4625676.6939097 0.0000000
315518280.0000000 492558.0302198 4619101.8073856 0.0000000
315518310.0000000 470534.0408628 4691329.3349381 5.0000000
315518310.0000000 470608.5788535 4709007.7310044 -1.0000000
315518340.0000000 479367.2404673 4711021.7382827 -1.0000000
315518340.0000000 486332.4746126 4625684.8050789 0.0000000
315518370.0000000 496551.4898931 4727648.1505860 -1.0000000
315518370.0000000 482643.9627026 4592386.0711264 0.0000000
315518400.0000000 486715.1818930 4654901.8800490 0.0000000
315518400.0000000 476519.2691625 4634037.3176924 0.0000000
315518640.0000000 473262.2095602 4724630.6288297 -1.0000000
315518700.0000000 469241.7757624 4693088.1357267 5.0000000
315518700.0000000 504064.3872724 4592366.3575131 0.0000000
315518730.0000000 469194.2825361 4682276.7653376 5.0000000
315518760.0000000 473003.6985620 4657278.3959625 0.0000000
315518790.0000000 487615.8061853 4609028.9311615 0.0000000
315518820.0000000 475122.0067337 4609061.3360250 0.0000000
315518850.0000000 475122.0067337 4609061.3360250 0.0000000
315518880.0000000 490268.7205490 4625678.3603148 0.0000000
315518940.0000000 476398.3736746 4597224.4143840 0.0000000
315518970.0000000 489076.4355821 4702671.7793922 -1.0000000
315519030.0000000 477882.6120079 4650979.4549495 0.0000000
315519060.0000000 477907.6994162 4659014.5124943 0.0000000
315519090.0000000 471674.0562939 4651439.8245067 0.0000000
315519090.0000000 481378.0045046 4612548.3787875 0.0000000
315519120.0000000 483991.3704909 4605530.1342831 0.0000000
315519240.0000000 488998.0581935 4652414.4026497 0.0000000
315519270.0000000 502745.5383763 4594118.6668054 0.0000000
315519300.0000000 479081.4709192 4613869.4593233 0.0000000
315519540.0000000 506371.2040657 4592368.0243329 0.0000000
315519570.0000000 502750.7000951 4580533.5755239 0.0000000
315519630.0000000 477809.3783521 4627459.2322450 0.0000000
315519660.0000000 476464.4801958 4617383.5982013 0.0000000
315519720.0000000 490259.7731730 4619104.5648258 0.0000000
315519780.0000000 500109.6222462 4607265.2836432 0.0000000
315519810.0000000 496484.8504284 4592366.0692683 0.0000000
315519840.0000000 505036.7355233 4615593.7139000 0.0000000
315519870.0000000 463934.5314361 4607355.7708994 0.0000000
315519900.0000000 472466.5673872 4602497.2922378 0.0000000
315519930.0000000 440365.5839397 4620661.1292874 -1.0000000
315519990.0000000 460290.4032153 4602554.1653905 0.0000000
315520020.0000000 457637.1016997 4599063.2498349 0.0000000
315520050.0000000 476535.1593337 4638858.2121896 0.0000000
315520110.0000000 476448.6504733 4612562.8650717 0.0000000
315520170.0000000 470239.3970235 4620912.8253321 0.0000000
315520200.0000000 458991.5462194 4605629.2429162 0.0000000
315520230.0000000 459096.6829396 4624035.7220925 0.0000000
315520260.0000000 500109.4415831 4619097.9409535 0.0000000
315520350.0000000 497810.1135814 4615592.2789158 0.0000000
315520410.0000000 455066.1217145 4609158.7954957 0.0000000
315520440.0000000 474135.6538507 4609064.8198127 0.0000000
315520470.0000000 473830.8511469 4615639.7114796 0.0000000
315520530.0000000 470190.2409495 4609080.1093869 0.0000000
315520590.0000000 468890.2960834 4612591.6547001 0.0000000
315520620.0000000 466573.6047757 4609096.0285894 0.0000000
315520650.0000000 434100.3191225 4617648.0275715 -1.0000000
315520710.0000000 459229.8466354 4647263.7018755 -1.0000000
315520800.0000000 497814.6715709 4630492.8935182 0.0000000
315520830.0000000 492563.0426458 4623922.5830238 0.0000000
315520890.0000000 477829.8167262 4634033.1203168 0.0000000
315520920.0000000 488989.8957239 4647155.1397390 0.0000000
315520950.0000000 470306.9271338 4637128.3870617 0.0000000
315521010.0000000 501425.4283928 4605512.4569870 0.0000000
315521040.0000000 457755.8256534 4619222.5542787 0.0000000
315521100.0000000 450076.5747474 4600864.7089548 0.0000000
315521460.0000000 524198.5084513 5182841.8256337 6.0000000
315521730.0000000 471793.4731961 4681243.1360835 5.0000000
315521760.0000000 470519.2836355 4687822.9343386 5.0000000
315521790.0000000 464298.9788475 4679524.0204000 5.0000000
315521820.0000000 481564.5727243 4683986.5685103 -1.0000000
315521850.0000000 476719.1109533 4694374.1772491 5.0000000
315521850.0000000 480236.1403898 4674347.6747129 -1.0000000
315521940.0000000 500109.5955054 4609018.2566766 0.0000000
315522030.0000000 447066.1568147 4682408.7627469 -1.0000000
315522090.0000000 481390.5209854 4617369.1093293 0.0000000
315522120.0000000 511609.2338264 4613848.3497529 0.0000000
315522150.0000000 529913.0474069 5184622.2111174 6.0000000
315522150.0000000 482740.1537080 4632266.4832865 0.0000000
315522180.0000000 534432.6297571 5184207.8125519 6.0000000
315522180.0000000 487641.5287906 4623929.3962692 0.0000000
315522210.0000000 476425.6496994 4605550.9564031 0.0000000
315522270.0000000 535616.4061844 5187723.9908688 6.0000000
315522270.0000000 490011.7649347 4675934.0734360 -1.0000000
315522300.0000000 493852.6025978 4597188.4066689 0.0000000
315522330.0000000 531179.0162134 5172785.1261386 -1.0000000
315522360.0000000 524212.6621596 5179332.7084231 6.0000000
315522360.0000000 483935.8866241 4580550.8546902 0.0000000
315522390.0000000 495177.8393121 4609019.8743992 0.0000000
315522390.0000000 496476.7562923 4575713.4623392 0.0000000
315522420.0000000 483991.3704909 4605530.1342831 0.0000000
315522450.0000000 487604.4796799 4602455.3067528 0.0000000
315522510.0000000 479224.8211522 4662808.9777680 0.0000000
315522540.0000000 481342.7886505 4598962.8823428 0.0000000
315522570.0000000 496815.7516905 4595433.5494748 0.0000000
315522600.0000000 490227.6492615 4595439.4655180 0.0000000
315522630.0000000 482639.7502288 4590633.1425365 0.0000000
315522660.0000000 516583.0734965 4594137.1961189 0.0000000
315522690.0000000 488915.4262759 4598947.2553022 0.0000000
315522720.0000000 488912.7303278 4597194.3105757 0.0000000
315522780.0000000 487679.9869431 4646134.6597018 0.0000000
315522780.0000000 482704.1342186 4617365.8176586 0.0000000
315522840.0000000 485338.5324406 4620865.9630869 0.0000000
315522900.0000000 500109.3946824 4622165.7029099 0.0000000
315522960.0000000 479038.0707315 4598969.2179219 0.0000000
315522990.0000000 475109.8682461 4605555.3901876 0.0000000
315523050.0000000 505377.6668361 4598940.7367475 0.0000000
315523110.0000000 504997.5392452 4671107.5830069 -1.0000000
315523140.0000000 495219.5485850 4670815.2411203 -1.0000000
315523170.0000000 487702.3211931 4658990.6937774 0.0000000
315523200.0000000 490252.6228004 4613845.5777995 0.0000000
315523230.0000000 495180.1935925 4612525.8329536 0.0000000
315523260.0000000 483995.2734217 4607283.1025591 0.0000000
315523290.0000000 492889.4035400 4622169.2360323 0.0000000
315523320.0000000 491584.4206662 4628744.4881377 0.0000000
315523350.0000000 463943.3293119 4609108.7499182 0.0000000
315523380.0000000 472777.4443109 4597675.4192499 0.0000000
315523440.0000000 491604.0822575 4645398.4859532 0.0000000
315523470.0000000 483972.8482576 4597203.5989233 0.0000000
315523530.0000000 501419.7677222 4633998.7781471 0.0000000
315523650.0000000 521579.8549504 4575744.6825004 0.0000000
315523710.0000000 508978.5282445 4615597.5672869 0.0000000
315523740.0000000 505376.3584910 4600693.6869705 0.0000000
315523770.0000000 454057.3591791 4605659.0737757 0.0000000
315523830.0000000 480216.4562425 4667335.0880578 0.0000000
315523860.0000000 501422.7322653 4619098.0814603 0.0000000
315523890.0000000 505371.4485455 4607267.2899917 0.0000000
315524010.0000000 502749.3692447 4584039.3780988 0.0000000
315524040.0000000 488993.7492810 4649638.6750720 0.0000000
315524070.0000000 515304.0765761 4575728.7392442 0.0000000
315524100.0000000 495193.4638236 4632247.2147428 0.0000000
315524190.0000000 510296.8655580 4612531.6023481 0.0000000
315524280.0000000 502741.7005794 4604198.1151586 0.0000000
315524310.0000000 508925.2669503 4657962.9822812 -1.0000000
315524310.0000000 486635.1661396 4612098.4141320 0.0000000
315524340.0000000 496494.4669006 4612086.8253633 0.0000000
315524370.0000000 500109.8225359 4594118.1454202 0.0000000
315524400.0000000 495165.5035079 4590613.9039780 0.0000000
315524430.0000000 493842.8979604 4585794.3834599 0.0000000
315524460.0000000 495166.6765957 4592366.8312388 0.0000000
315524490.0000000 499121.8015921 4597185.8395364 0.0000000
315524520.0000000 488915.4262759 4598947.2553022 0.0000000
315524700.0000000 493900.1645867 4652700.6695872 0.0000000
315524700.0000000 486601.7569527 4594130.5810030 0.0000000
315524730.0000000 493517.7669155 4591053.4261219 0.0000000
315524760.0000000 491870.7318008 4591931.5565839 0.0000000
315524820.0000000 490241.3150738 4605518.9370662 0.0000000
315524850.0000000 487609.7637273 4605522.9896209 0.0000000
315524880.0000000 501429.3304947 4585791.9051851 0.0000000
315524910.0000000 496483.9972726 4590613.1420601 0.0000000
315524940.0000000 511660.1632149 4582295.3357645 0.0000000
315524970.0000000 522827.6505551 4598974.8865967 0.0000000
315525000.0000000 475150.8660752 4617388.0339485 0.0000000
315525030.0000000 477761.7814915 4612120.4253788 0.0000000
315525090.0000000 499124.2077757 4616906.7444790 0.0000000
315525120.0000000 505377.6668361 4598940.7367475 0.0000000
315525270.0000000 491543.7309624 4594123.0985946 0.0000000
315525300.0000000 496488.0521503 4598939.5859725 0.0000000
315525360.0000000 491539.6245045 4590617.2398952 0.0000000
315525390.0000000 488892.5377011 4584047.3761825 0.0000000
315525450.0000000 488979.7032748 4640581.1217514 0.0000000
315525480.0000000 497810.1135814 4615592.2789158 0.0000000
315525630.0000000 488969.5226583 4634007.1728653 0.0000000
315525660.0000000 496498.7517638 4620851.8011358 0.0000000
315525720.0000000 491537.5722447 4588864.3183407 0.0000000
315525750.0000000 491539.6245045 4590617.2398952 0.0000000
315525780.0000000 493845.5087956 4588861.9851150 0.0000000
315525810.0000000 488905.3208334 4592373.7366326 0.0000000
315525870.0000000 509017.9387584 4584044.4721142 0.0000000
315525930.0000000 502746.8716388 4590612.8087169 0.0000000
315525990.0000000 501423.7767020 4613839.0956921 0.0000000
315526020.0000000 500109.7491511 4598938.7310378 0.0000000
315526080.0000000 498791.3738135 4590612.3876565 0.0000000
315526110.0000000 496483.1443856 4588860.2207899 0.0000000
315526170.0000000 501425.0808724 4607265.4240881 0.0000000
315526260.0000000 492571.7105837 4632249.4639103 0.0000000
315526320.0000000 501425.0808724 4607265.4240881 0.0000000
315526350.0000000 512956.6001381 4595444.4816263 0.0000000
315526410.0000000 501425.0808724 4607265.4240881 0.0000000
315526440.0000000 510297.4944300 4612093.3572101 0.0000000
315526470.0000000 500109.4951526 4615591.9452564 0.0000000
315526470.0000000 483939.7721151 4582303.7542337 0.0000000
315526560.0000000 500109.8225359 4594118.1454202 0.0000000
315526590.0000000 495161.1077181 4584040.4730732 0.0000000
315526650.0000000 495159.9363838 4582287.5687403 0.0000000
315526680.0000000 493839.9159109 4582288.5709369 0.0000000
315526740.0000000 493848.4943688 4592367.8338378 0.0000000
315526770.0000000 492532.1256090 4594122.0081944 0.0000000
315526800.0000000 497806.1018550 4602444.9684268 0.0000000
315526830.0000000 507675.3705766 4605516.4117404 0.0000000
315526920.0000000 488881.7877921 4577035.7880649 0.0000000
315526950.0000000 488905.3208334 4592373.7366326 0.0000000
315527040.0000000 490268.7205490 4625678.3603148 0.0000000
315527070.0000000 471505.3732847 4609074.7720969 0.0000000
315527250.0000000 488946.4904470 4619106.4716900 0.0000000
315527280.0000000 512629.4932894 4594129.1948171 0.0000000
315527310.0000000 517578.9353647 4591071.9055879 0.0000000
315527520.0000000 471498.4206137 4607321.7953253 0.0000000
315527550.0000000 490223.4949943 4592371.8317033 0.0000000
315527760.0000000 465330.6242384 4624002.7743174 0.0000000
315527910.0000000 504060.6852852 4598939.8742912 0.0000000
315527970.0000000 479013.8680202 4590642.7643696 0.0000000
315528030.0000000 488951.2273935 4622174.2346013 0.0000000
315528060.0000000 488908.0144538 4594126.6680861 0.0000000
315528090.0000000 488908.0144538 4594126.6680861 0.0000000
315528120.0000000 491539.6245045 4590617.2398952 0.0000000
315528210.0000000 466222.1737027 4604276.8885068 0.0000000
315528240.0000000 468859.9134447 4605579.7384333 0.0000000
315528270.0000000 483991.3704909 4605530.1342831 0.0000000
315528360.0000000 520286.7463956 4565661.8651016 0.0000000
315528540.0000000 479702.7329195 4601158.5233307 0.0000000
315528570.0000000 500109.8225359 4594118.1454202 0.0000000
315528630.0000000 491214.2632884 4594123.4921448 0.0000000
315528870.0000000 513973.5776572 4580546.5229924 0.0000000
315528900.0000000 482639.7502288 4590633.1425365 0.0000000
315528930.0000000 487581.1137460 4588870.0323617 0.0000000
315528960.0000000 487575.8454425 4585802.4297235 0.0000000
315528990.0000000 487569.8280800 4582296.6160678 0.0000000
315529020.0000000 495166.6765957 4592366.8312388 0.0000000
315529080.0000000 490216.9714768 4587551.2935088 0.0000000
315529110.0000000 491529.8820218 4582290.9035491 0.0000000
315529140.0000000 501428.3779213 4590612.4277580 0.0000000
315529170.0000000 487575.8454425 4585802.4297235 0.0000000
315529200.0000000 491541.6774113 4592370.1673866 0.0000000
315529230.0000000 496484.8504284 4592366.0692683 0.0000000
315529260.0000000 500109.8492056 4592365.2145527 0.0000000
315529290.0000000 496479.9484497 4582286.8070757 0.0000000
315529320.0000000 495167.8500517 4594119.7622175 0.0000000
315529350.0000000 495166.6765957 4592366.8312388 0.0000000
315529410.0000000 525190.3622880 4582329.7488577 -1.0000000
315529440.0000000 501431.6651309 4573959.8671585 0.0000000
315529470.0000000 495158.7654197 4580534.6703435 0.0000000
315529500.0000000 493847.0013469 4590614.9065077 0.0000000
315529560.0000000 488899.9361315 4588867.8870925 0.0000000
315529590.0000000 488879.7736963 4575721.1245779 0.0000000
315529620.0000000 502745.0381866 4595433.3689843 0.0000000
315529650.0000000 500109.9025198 4588859.3661926 0.0000000
315529680.0000000 490216.3787110 4587113.0655828 0.0000000
315529710.0000000 507379.9020853 4572648.8169380 0.0000000
315529740.0000000 504064.3872724 4592366.3575131 0.0000000
315529770.0000000 484032.4121609 4623936.5458090 0.0000000
315529800.0000000 480024.5911990 4598528.1751817 0.0000000
315529860.0000000 495171.0789575 4598940.3481383 0.0000000
315529890.0000000 491553.4941442 4602449.5897044 0.0000000
315529920.0000000 487615.8061853 4609028.9311615 0.0000000
315529950.0000000 487601.4615260 4600702.3522273 0.0000000
315529980.0000000 495176.6627232 4607266.9012588 0.0000000
315530010.0000000 495176.6627232 4607266.9012588 0.0000000
315530040.0000000 491568.9393041 4615596.9024814 0.0000000
315530100.0000000 483995.2734217 4607283.1025591 0.0000000
315530130.0000000 485310.7328611 4607280.2936567 0.0000000
315530190.0000000 483958.2449357 4590630.0948513 0.0000000
315530220.0000000 486583.0622396 4584051.2875360 0.0000000
315530250.0000000 515297.6078314 4578796.2940347 0.0000000
315530280.0000000 506387.4164031 4573962.5345980 0.0000000
315530310.0000000 495152.3317221 4570893.8126327 0.0000000
315530340.0000000 497797.4421172 4573960.0600153 0.0000000
315530400.0000000 492843.4185406 4575716.1349779 0.0000000
315530430.0000000 497797.4421172 4573960.0600153 0.0000000
315530460.0000000 529250.7110745 4557366.1897960 -1.0000000
315530520.0000000 529183.9027387 4574018.3558691 -1.0000000
315530640.0000000 483873.8856907 4552505.1106909 -1.0000000
315530790.0000000 507653.8157201 4625675.8331052 -1.0000000
315530820.0000000 502730.3136163 4633999.1597233 0.0000000
315530910.0000000 513995.5206240 4569152.7926979 0.0000000
315530940.0000000 496476.7562923 4575713.4623392 0.0000000
315531030.0000000 486613.1529010 4600265.8816968 0.0000000
315531060.0000000 490257.3889722 4617351.5646892 0.0000000
315531090.0000000 486641.6975087 4615604.3910086 0.0000000
315531120.0000000 485310.7328611 4607280.2936567 0.0000000
315531150.0000000 483969.9262155 4595888.8922384 0.0000000
315531210.0000000 482607.1485200 4577048.1149768 0.0000000
315531240.0000000 491557.6093107 4605955.5135833 0.0000000
315531270.0000000 490237.1533046 4602451.2546724 0.0000000
315531300.0000000 488915.4262759 4598947.2553022 0.0000000
315531390.0000000 491543.7309624 4594123.0985946 0.0000000
315531450.0000000 483995.2734217 4607283.1025591 0.0000000
315531480.0000000 471354.6444266 4570948.6275926 0.0000000
315531540.0000000 476355.3890389 4584077.4643642 0.0000000
315531570.0000000 482655.5538299 4597206.6473932 0.0000000
315531600.0000000 485314.3161235 4609033.2676831 0.0000000
315531630.0000000 482695.6728990 4613859.8289206 0.0000000
315531660.0000000 507666.4768639 4613843.0516834 0.0000000
315531690.0000000 509015.7551275 4585797.3804440 0.0000000
315531750.0000000 491234.5655405 4610776.5835682 0.0000000
315531780.0000000 496492.9687783 4609019.1119402 0.0000000
315531960.0000000 491559.1531619 4607270.2393244 0.0000000
315531990.0000000 490246.0741749 4609024.8780694 0.0000000
315532050.0000000 495185.7909066 4620852.5639292 0.0000000
315532080.0000000 493876.9508562 4625674.3574329 0.0000000
315532110.0000000 482744.3975591 4634019.5264931 0.0000000
315532140.0000000 491573.0641305 4619102.8988184 0.0000000
315532170.0000000 486685.6174813 4639124.1581326 0.0000000
315532200.0000000 482655.5538299 4597206.6473932 0.0000000
315532260.0000000 493847.0013469 4590614.9065077 0.0000000
315532350.0000000 508970.2897389 4622171.3262955 0.0000000
315532440.0000000 491557.0947737 4605517.2719033 0.0000000
315532470.0000000 490214.6006894 4585798.3802836 0.0000000
315532500.0000000 490216.9714768 4587551.2935088 0.0000000
315532590.0000000 502749.3692447 4584039.3780988 0.0000000
315532770.0000000 501432.6148521 4569139.4706612 0.0000000
315532800.0000000 487575.8454425 4585802.4297235 0.0000000
315532980.0000000 474994.9321484 4572249.8682992 0.0000000
315533040.0000000 500109.8225359 4594118.1454202 0.0000000
